label,source,text,normalized_text,cleaned_text,tokens,stemmed_tokens
1,manual,روبرت ابيلا خسر فلنتخابات تع انغولا,روبرت ابيلا خسر فلنتخابات تع انغولا,روبرت ابيلا خسر فلنتخابات انغولا,"['روبرت', 'ابيل+ا', 'خسر', 'فلنتخابات', 'أنغولا']","['روبرت', 'ابيل', 'خسر', 'فلنتخابات', 'تع', 'أنغولا']"
0,manual,البترول طاحع مع راهم يطلعوا السطوكاج تاع أمريكا,البترول طاحع مع راهم يطلعوا السطوكاج تاع امريكا,البترول طاحع راهم يطلعوا السطوكاج امريكا,"['ال+بترول', 'طاحع', 'را+هم', 'يطلع+وا', 'ال+سطوكاج', 'أمريكا']","['بترول', 'طاحع', 'مع', 'را', 'اطلع', 'سطوكاج', 'تاع', 'أمريكا']"
1,paraphrased,القوة المفرطة ماراحش تحل أزمة روهينغيا فميانمار,القوه المفرطه ماراحش تحل ازمه روهينغيا فميانمار,القوه المفرطه ماراحش تحل ازمه روهينغيا فميانمار,"['ال+قوه', 'ال+مفرطه', 'ماراحش', 'تحل', 'ازم+ه', 'روهينغيا', 'فميانمار']","['قوه', 'مفرطه', 'ماراحش', 'حل', 'ازم', 'روهينغيا', 'فميانمار']"
1,translated,بريطانيا راهي تطالب ينحو المحققين فلي اتاك الكيماوية فسوريا,بريطانيا راهي تطالب ينحو المحققين فلي اتاك الكيماويه فسوريا,بريطانيا راهي تطالب ينحو المحققين فلي اتاك الكيماويه فسوريا,"['بريطانيا', 'راهي', 'تطالب', 'ينحو', 'ال+محقق+ين', 'فلي', 'اتاك', 'ال+كيماويه', 'ف+سوريا']","['بريطانيا', 'راهي', 'طالب', 'نحا', 'محقق', 'لي', 'اتاك', 'كيماويه', 'سوريا']"
0,paraphrased,ما كفاية كورونا خمسة كده ونتكلم فحاجة مفيدة اكتبولنا ماسكات لتنظيف البشرة وازالة الرؤوس السوداء مثلا عشان جربت ماسك بياض البيض ونتيجته مكانتش ️,ما كفايه كورونا خمسه كده ونتكلم فحاجه مفيده اكتبولنا ماسكات لتنظيف البشره وازاله الرؤوس السوداء مثلا عشان جربت ماسك بياض البيض ونتيجته مكانتش ️,كفايه كورونا خمسه كده ونتكلم فحاجه مفيده اكتبولنا ماسكات لتنظيف البشره وازاله الرؤوس السوداء مثلا عشان جربت ماسك بياض البيض ونتيجته مكانتش ️,"['كفاي+ه', 'كورونا', 'خمس+ه', 'كد+ه', 'و+نتكلم', 'ف+حاج+ه', 'مفيد+ه', 'اكتبولنا', 'ماسك+ات', 'ل+تنظيف', 'ال+بشره', 'و+ازال+ه', 'ال+رؤوس', 'ال+سوداء', 'مثل+ا', 'عشان', 'جرب+ت', 'ماسك', 'بياض', 'ال+بيض', 'و+نتيج+ت+ه', 'مكانتش', '️']","['ما', 'كفاي', 'كورونا', 'خمس', 'كد', 'تكلم', 'حاج', 'مفيد', 'اكتبولنا', 'ماسك', 'تنظيف', 'بشر', 'ازال', 'رأس', 'أسود', 'مثل', 'عشان', 'جرب', 'ماسك', 'بياض', 'بيض', 'نتيجة', 'مكانتش', '️']"
0,translated,قس من أمريكا راه يحاكم فتركيا علابال يدعم فتح الله غولن,قس من امريكا راه يحاكم فتركيا علابال يدعم فتح الله غولن,قس امريكا يحاكم فتركيا علابال يدعم فتح الله غولن,"['قس', 'أمريكا', 'يحاكم', 'ف+تركيا', 'علابال', 'يدعم', 'فتح', 'الله', 'غولن']","['قس', 'من', 'أمريكا', 'را', 'حاكم', 'تركيا', 'علابال', 'دعم', 'فتح', 'الله', 'غولن']"
0,paraphrased,البوليس تاع الترك قتلت متشدد من داعش كان معول يهجم على كوميساريا ,البوليس تاع الترك قتلت متشدد من داعش كان معول يهجم علي كوميساريا ,البوليس الترك قتلت متشدد داعش معول يهجم علي كوميساريا,"['ال+بوليس', 'ال+ترك', 'قتل+ت', 'متشدد', 'داعش', 'معول', 'يهجم', 'علي', 'كوميساريا']","['بوليس', 'تاع', 'ترك', 'قتل', 'متشدد', 'من', 'داعش', 'كان', 'معول', 'هجم', 'علي', 'كوميساريا']"
1,paraphrased,معا صلاة العيد، المسلمين الباكستانيين كايحتفلو بعيد الأضحى,معا صلاه العيد، المسلمين الباكستانيين كايحتفلو بعيد الاضحي,معا صلاه العيد، المسلمين الباكستانيين كايحتفلو بعيد الاضحي,"['مع+ا', 'صلا+ه', 'ال+عيد', '،', 'ال+مسلم+ين', 'ال+باكستاني+ين', 'كايحتفلو', 'بعيد', 'ال+اضحي']","['معا', 'صلا', 'عيد', '،', 'مسلم', 'باكستاني', 'كايحتفلو', 'بعيد', 'اضحي']"
0,translated,واشنطن عفات أوروبا و دول تانية من رسوم ضريبية,واشنطن عفات اوروبا و دول تانيه من رسوم ضريبيه,واشنطن عفات اوروبا دول تانيه رسوم ضريبيه,"['واشنطن', 'عفا+ت', 'أوروبا', 'دول', 'تان+ي+ه', 'رسوم', 'ضريبي+ه']","['واشنطون', 'عفا', 'أوروبا', 'و', 'دولة', 'تان', 'من', 'رسم', 'ضريبي']"
1,paraphrased,اسعار البترول هبطو خاطرش المخزن تاع الماريكان هبط تان,اسعار البترول هبطو خاطرش المخزن تاع الماريكان هبط تان,اسعار البترول هبطو خاطرش المخزن الماريكان هبط تان,"['أسعار', 'ال+بترول', 'هبطو', 'خاطرش', 'ال+مخزن', 'ال+ماريكان', 'هبط', 'تان']","['أسعار', 'بترول', 'هبطو', 'خاطرش', 'مخزن', 'تاع', 'ماريكان', 'هبط', 'تان']"
0,translated,قال مون فكوريا الجنوبية بليالاستفزازات الكورية الشمالية تعقد الوضع فشبه الجزيرة الكورية,قال مون فكوريا الجنوبيه بليالاستفزازات الكوريه الشماليه تعقد الوضع فشبه الجزيره الكوريه,مون فكوريا الجنوبيه بليالاستفزازات الكوريه الشماليه تعقد الوضع فشبه الجزيره الكوريه,"['مون', 'ف+كوري+ا', 'ال+جنوبيه', 'بليالاستفزازات', 'ال+كوريه', 'ال+شماليه', 'تعقد', 'ال+وضع', 'ف+شبه', 'ال+جزيره', 'ال+كوريه']","['قال', 'مون', 'كوريا', 'جنوبيه', 'بليالاستفزازات', 'كوريه', 'شماليه', 'عقد', 'وضع', 'شبه', 'جزيره', 'كوريه']"
0,translated,تقدم JetBlue  دولارًا للرحلات الجوية من فلوريدا قبل إعصار إيرما,تقدم JetBlue  دولارا للرحلات الجويه من فلوريدا قبل اعصار ايرما,تقدم JetBlue دولارا للرحلات الجويه فلوريدا قبل اعصار ايرما,"['تقدم', 'JetBlue', 'دولار+ا', 'ل+ال+رحل+ات', 'ال+جويه', 'فلوريدا', 'قبل', 'إعصار', 'ايرما']","['تقدم', 'JetBlue', 'دولار', 'رحلة', 'جويه', 'من', 'فلوريدا', 'قبل', 'إعصار', 'ايرما']"
0,manual, لاتفاقية تع كيوتو توقعت فعام 1997, لاتفاقيه تع كيوتو توقعت فعام 1997,لاتفاقيه كيوتو توقعت فعام 1997,"['ل+اتفاقي+ه', 'كيوتو', 'توقع+ت', 'ف+عام', '1997']","['اتفاقي', 'تع', 'كيوتو', 'توقع', 'عام', '1997']"
0,translated,شيران أبراهام فنانة إسرائيلية بصح أصلها يمني غنات بالعربية,شيران ابراهام فنانه اسرائيليه بصح اصلها يمني غنات بالعربيه,شيران ابراهام فنانه اسرائيليه بصح اصلها يمني غنات بالعربيه,"['شير+ان', 'ابراهام', 'فنان+ه', 'اسرائيلي+ه', 'ب+صح', 'أصل+ها', 'يمني', 'غن+ات', 'ب+ال+عربيه']","['شير', 'ابراهام', 'فنان', 'اسرائيلي', 'صح', 'أصل', 'يمني', 'غن', 'عربيه']"
0,youtube,عدم التأهل الجزائري مايخليهمش يشاركو فكأس العالم,عدم التاهل الجزائري مايخليهمش يشاركو فكاس العالم,عدم التاهل الجزائري مايخليهمش يشاركو فكاس العالم,"['عدم', 'ال+تاهل', 'ال+جزائري', 'مايخليهمش', 'يشاركو', 'ف+كاس', 'ال+عالم']","['عدم', 'تاهل', 'جزائري', 'مايخليهمش', 'يشاركو', 'كاس', 'عالم']"
1,translated,المدون ساخر مصري طلقو سراحو,المدون ساخر مصري طلقو سراحو,المدون ساخر مصري طلقو سراحو,"['ال+مدون', 'ساخر', 'مصري', 'طلقو', 'سراحو']","['مدونة', 'ساخر', 'مصري', 'طلقو', 'سراحو']"
0,translated,دينيس رودمان هدر مع عن صداقة التزلج مع كيم جونغ أون,دينيس رودمان هدر مع عن صداقه التزلج مع كيم جونغ اون,دينيس رودمان هدر صداقه التزلج كيم جونغ اون,"['دينيس', 'رودمان', 'هدر', 'صداق+ه', 'ال+تزلج', 'كيم', 'جونغ', 'اون']","['دينيس', 'رودمان', 'هدر', 'مع', 'عن', 'صداق', 'تزلج', 'مع', 'كيم', 'جونغ', 'اون']"
0,translated,حاملة طائرات تابعة للبحرية تاع الماريكان للإغاثة من إعصار إيرما,حامله طائرات تابعه للبحريه تاع الماريكان للاغاثه من اعصار ايرما,حامله طائرات تابعه للبحريه الماريكان للاغاثه اعصار ايرما,"['حامل+ه', 'طائر+ات', 'تابع+ه', 'ل+ال+بحريه', 'ال+ماريكان', 'ل+ال+اغاثه', 'إعصار', 'ايرما']","['حامل', 'طائرة', 'تابع', 'بحريه', 'تاع', 'ماريكان', 'اغاثه', 'من', 'إعصار', 'ايرما']"
0,paraphrased,بسبت حالة  الليرة، المركزي التركي يدي  قرار مكاش واحد يتوقعو,بسبت حاله  الليره، المركزي التركي يدي  قرار مكاش واحد يتوقعو,بسبت حاله الليره، المركزي التركي يدي قرار يتوقعو,"['ب+سبت', 'حال+ه', 'ال+ليره', '،', 'ال+مركزي', 'ال+تركي', 'يد+ي', 'قرار', 'يتوقعو']","['سب', 'حال', 'ليره', '،', 'مركزي', 'تركي', 'يد', 'قرار', 'مكاش', 'واحد', 'يتوقعو']"
0,translated,تسجيل ارتفاع فمعدل التضخم فالسودان هو الكبير من هاذي سنين,تسجيل ارتفاع فمعدل التضخم فالسودان هو الكبير من هاذي سنين,تسجيل ارتفاع فمعدل التضخم فالسودان الكبير هاذي سنين,"['تسجيل', 'ارتفاع', 'ف+معدل', 'ال+تضخم', 'ف+ال+سودان', 'ال+كبير', 'هاذي', 'سن+ين']","['تسجيل', 'ارتفاع', 'معدل', 'تضخم', 'سودان', 'هو', 'كبير', 'من', 'هاذي', 'سنة']"
1,translated,الصين لقات شي من الدول يوقفوا معاها فالحرب التجارية ,الصين لقات شي من الدول يوقفوا معاها فالحرب التجاريه ,الصين لقات شي الدول يوقفوا فالحرب التجاريه,"['ال+صين', 'ل+قات', 'شي', 'ال+دول', 'يوقف+وا', 'ف+ال+حرب', 'ال+تجاريه']","['صين', 'قات', 'شي', 'من', 'دولة', 'أوقف', 'معا', 'حرب', 'تجاريه']"
0,manual,فنزويلا تعتقل ثمانية موظفين نفطيين كبار فشركة النفط الوطنية الفنزويلية,فنزويلا تعتقل ثمانيه موظفين نفطيين كبار فشركه النفط الوطنيه الفنزويليه,فنزويلا تعتقل ثمانيه موظفين نفطيين كبار فشركه النفط الوطنيه الفنزويليه,"['فنزويلا', 'تعتقل', 'ثماني+ه', 'موظف+ين', 'نفطي+ين', 'كبار', 'ف+شرك+ه', 'ال+نفط', 'ال+وطنيه', 'ال+فنزويليه']","['فنزويلا', 'اعتقل', 'ثماني', 'موظف', 'نفطي', 'كبير', 'شرك', 'نفط', 'وطنيه', 'فنزويليه']"
1,manual,الرئيس الكوري الجنوبي مون يرحب بالمحادثات معا كوريا الشمالية ولكن يقول بلي الآن ماهوش الوقت المناسب علا حسب وسائل الإعلام,الرئيس الكوري الجنوبي مون يرحب بالمحادثات معا كوريا الشماليه ولكن يقول بلي الان ماهوش الوقت المناسب علا حسب وسائل الاعلام,الرئيس الكوري الجنوبي مون يرحب بالمحادثات معا كوريا الشماليه يقول بلي الان ماهوش الوقت المناسب علا حسب وسائل الاعلام,"['ال+رئيس', 'ال+كوري', 'ال+جنوبي', 'مون', 'يرحب', 'ب+ال+محادث+ات', 'مع+ا', 'كوريا', 'ال+شماليه', 'يقول', 'بلي', 'الان', 'ماهوش', 'ال+وقت', 'ال+مناسب', 'علا', 'حسب', 'وسائل', 'ال+اعلام']","['رئيس', 'كوري', 'جنوبي', 'مون', 'رحب', 'محادثة', 'معا', 'كوريا', 'شماليه', 'لكن', 'قال', 'بلي', 'الان', 'ماهوش', 'وقت', 'مناسب', 'علا', 'حسب', 'وسيلة', 'اعلام']"
