label,source,text,normalized_text,cleaned_text
1,manual,ساهل تدي فيزا تع دزاير,ساهل تدي فيزا تع دزاير,ساهل تدي فيزا دزاير
0,paraphrased,زيارة تاع ترامب لبريطانيا مازالت ماشي ثابتة مور تسعة أشهر من دعوة تاع  ليسورس نتاعرئيس الوزراء ميس,زياره تاع ترامب لبريطانيا مازالت ماشي ثابته مور تسعه اشهر من دعوه تاع  ليسورس نتاعرئيس الوزراء ميس,زياره ترامب لبريطانيا مازالت ماشي ثابته مور تسعه اشهر دعوه ليسورس نتاعرئيس الوزراء ميس
1,translated,إيران تلغي الاتفاق النووي,ايران تلغي الاتفاق النووي,ايران تلغي الاتفاق النووي
0,paraphrased,حصري للأمم المتحدة تتوقع فرار ما يصل إلى  من الروهينجا إلى بنغلاديش,حصري للامم المتحده تتوقع فرار ما يصل الي  من الروهينجا الي بنغلاديش,حصري للامم المتحده تتوقع فرار يصل الروهينجا بنغلاديش
1,translated,أردوغان كونفيرما بلي ماعندهم صلاح فالتدخل فشأن عفرين السورية,اردوغان كونفيرما بلي ماعندهم صلاح فالتدخل فشان عفرين السوريه,اردوغان كونفيرما بلي ماعندهم صلاح فالتدخل فشان عفرين السوريه
0,translated,دعوة للخدمة ربع ايام فالسمانة .. مع خلصة أكبر,دعوه للخدمه ربع ايام فالسمانه .. مع خلصه اكبر,دعوه للخدمه ربع ايام فالسمانه .. خلصه اكبر
1,manual,لعلاقات بين لهند وباكستان تحسنت ف2023,لعلاقات بين لهند وباكستان تحسنت ف2023,لعلاقات لهند وباكستان تحسنت ف2023
0,translated,قوات لارميالسوري المدعومة من الولايات المتحدة تتقارب ضد الدولة الإسلامية فهجمات منفصلة,قوات لارميالسوري المدعومه من الولايات المتحده تتقارب ضد الدوله الاسلاميه فهجمات منفصله,قوات لارميالسوري المدعومه الولايات المتحده تتقارب ضد الدوله الاسلاميه فهجمات منفصله
0,manual, تنوع جنسيات السياح مش بالضرورة يزيد ارباح القطاع السياحي, تنوع جنسيات السياح مش بالضروره يزيد ارباح القطاع السياحي,تنوع جنسيات السياح مش بالضروره يزيد ارباح القطاع السياحي
1,translated,الحزمي سبق الزنداني فاكتشاف علاج لفيروس كورونا يافرحتكم يامطاوعه ,الحزمي سبق الزنداني فاكتشاف علاج لفيروس كورونا يافرحتكم يامطاوعه ,الحزمي سبق الزنداني فاكتشاف علاج لفيروس كورونا يافرحتكم يامطاوعه
1,translated,قوات سوريا الديمقراطية الي منعتها الماريكان هاجمت داعش فسوريا بمحافظة دير الزور,قوات سوريا الديمقراطيه الي منعتها الماريكان هاجمت داعش فسوريا بمحافظه دير الزور,قوات سوريا الديمقراطيه منعتها الماريكان هاجمت داعش فسوريا بمحافظه دير الزور
1,translated,ما قالش بعض صانعي السياسة بأن السماح بأسلحة نووية فاليابان يمكن أن ينزع فتيل التهديد الكوري الشمالي,ما قالش بعض صانعي السياسه بان السماح باسلحه نوويه فاليابان يمكن ان ينزع فتيل التهديد الكوري الشمالي,قالش صانعي السياسه بان السماح باسلحه نوويه فاليابان يمكن ان ينزع فتيل التهديد الكوري الشمالي
0,youtube,جابو دوا تاع كورنا وبدات تتروح 😍,جابو دوا تاع كورنا وبدات تتروح 😍,جابو دوا كورنا وبدات تتروح 😍
1,paraphrased,2020 بيل غيتس كان عارف بلي راه جاي كورونا فيروس,2020 بيل غيتس كان عارف بلي راه جاي كورونا فيروس,2020 بيل غيتس عارف بلي جاي كورونا فيروس
0,manual, كتاشفو لكولسترول فعام 1769, كتاشفو لكولسترول فعام 1769,كتاشفو لكولسترول فعام 1769
1,translated,السودان فيها الاولياء والبالاكيسين ,السودان فيها الاولياء والبالاكيسين ,السودان الاولياء والبالاكيسين
0,translated,خسائر فوول ستريت هي الكبيرة فهاذي  سمانات,خسائر فوول ستريت هي الكبيره فهاذي  سمانات,خسائر فوول ستريت الكبيره فهاذي سمانات
0,translated,النفط طلع لأعلى مستوى بسباب تعافأسواق الأسهم,النفط طلع لاعلي مستوي بسباب تعافاسواق الاسهم,النفط طلع لاعلي مستوي بسباب تعافاسواق الاسهم
1,paraphrased,التحالف لي تقودو الولايات المتحدة يقول انو لا يزال يراقب قافلة لتنظيم الدولة الإسلامية فسوريا,التحالف لي تقودو الولايات المتحده يقول انو لا يزال يراقب قافله لتنظيم الدوله الاسلاميه فسوريا,التحالف تقودو الولايات المتحده يقول انو يزال يراقب قافله لتنظيم الدوله الاسلاميه فسوريا
1,translated, لافتات إعلانية يفوز بخمسة جوائز أوسكار, لافتات اعلانيه يفوز بخمسه جوائز اوسكار,لافتات اعلانيه يفوز بخمسه جوائز اوسكار
0,translated,وزير الخارجية الأمريكي راه فالرياض مع بداية جولتو فالشرق الأوسط,وزير الخارجيه الامريكي راه فالرياض مع بدايه جولتو فالشرق الاوسط,وزير الخارجيه الامريكي فالرياض بدايه جولتو فالشرق الاوسط
0,paraphrased,الحرائق تدمر المزيد من القرى فميانمار ليسورس نتاعمنطقة الروهينجا,الحرائق تدمر المزيد من القري فميانمار ليسورس نتاعمنطقه الروهينجا,الحرائق تدمر المزيد القري فميانمار ليسورس نتاعمنطقه الروهينجا
1,paraphrased,بيير بيرج اللي شارك فتأسيس دار أزياء إيف سان لوران ما ماتش.,بيير بيرج اللي شارك فتاسيس دار ازياء ايف سان لوران ما ماتش.,بيير بيرج اللي شارك فتاسيس دار ازياء ايف سان لوران ماتش.
0,paraphrased,تقول إسرائيل نتنياهو إنها ستلتقي بترامب فنيويورك الأسبوع المقبل,تقول اسرائيل نتنياهو انها ستلتقي بترامب فنيويورك الاسبوع المقبل,تقول اسرائيل نتنياهو انها ستلتقي بترامب فنيويورك الاسبوع المقبل
